id,district_id,name_en,postcode,latitude,longitude
1743,23,Matuwagalagama,70482,6.70557420,80.38473450
1744,23,Medagalature,70021,6.67757110,80.39578850
1745,23,Meddekanda,70127,6.67524330,80.65904940
1746,23,Minipura Dumbara,70494,6.71593270,80.21391730
1747,23,Mitipola,70604,6.83459390,80.22376600
1748,23,Moragala Kirillapone,81532,6.85774360,80.25582880
1749,23,Morahela,70129,6.68509810,80.69094480
1750,23,Mulendiyawala,70212,6.28868400,80.77132100
1751,23,Mulgama,70117,6.66605170,80.81765100
1752,23,Nawalakanda,70469,6.24460700,80.14345730
1753,23,Nawinnapinnakanda,70165,6.70557420,80.38473450
1754,23,Niralagama,70038,6.70557420,80.38473450
1755,23,Nivitigala,70400,6.59588500,80.45776700
1756,23,Omalpe,70215,6.32676260,80.69649050
1757,23,Opanayaka,70080,6.62375960,80.68743720
1758,23,Padalangala,70230,6.24917790,80.91524340
1759,23,Pallebedda,70170,6.48273980,80.70644890
1760,23,Pallekanda,82454,6.63603730,80.68123880
